app_number,patent_number,blocked_app,date,blocking_type
"09/667,341",6529144,12225835,2012-01-27,103a
"09/667,341",6529144,12946073,2013-01-03,103a
"08/578,792",5710766,12179820,2011-12-29,103a
"08/578,792",5710766,12179820,2011-12-29,103a
"08/578,792",5710766,12179820,2012-03-22,103a
"08/578,792",5710766,12179820,2012-03-22,103a
"10/326,353",6873614,11454762,2011-01-25,103a
"08/963,499",6217623,13348080,2012-12-27,103a
"08/963,499",6217623,13348080,2012-08-20,103a
"08/963,499",6217623,13348080,2014-03-14,103a
"11/008,921",7218943,12170295,2012-06-21,103a
"11/017,481",7242956,12539285,2011-03-03,103a
"08/568,928",5826188,11770063,2011-08-03,119a
"08/568,928",5826188,11770063,2011-08-03,103a
"08/568,928",5826188,11770063,2011-08-03,103a
"08/568,928",5826188,11579498,2011-03-24,103a
"08/568,928",5826188,12567467,2011-08-12,103a
"08/568,928",5826188,12567467,2011-08-12,103a
"08/568,928",5826188,12567467,2011-03-11,103a
"08/568,928",5826188,12567467,2011-03-11,103a
"08/568,928",5826188,12729202,2012-08-24,103a
"08/568,928",5826188,11770063,2012-01-06,119
"08/568,928",5826188,12729202,2012-03-19,103a
"08/808,332",5896575,10531667,2011-03-25,103a
"08/808,332",5896575,11925767,2011-05-25,103a
"08/808,332",5896575,12132196,2011-08-18,103a
"10/258,723",7242932,12376414,2011-11-17,103a
"10/258,723",7242932,10780146,2011-05-23,103a
"10/258,723",7242932,10780146,2011-05-23,103a
"09/644,033",6369753,13018818,2013-02-28,103a
"09/198,867",6570922,11616681,2011-02-18,102e
"09/198,867",6570922,11616681,2011-02-18,103a
"09/198,867",6570922,12266268,2011-12-08,103a
"09/198,867",6570922,12266268,2011-12-08,103a
"09/198,867",6570922,12266268,2011-12-08,103a
"09/198,867",6570922,12266268,2012-12-12,103a
"09/198,867",6570922,12266268,2012-12-12,103a
"09/198,867",6570922,12266268,2012-12-12,103a
"09/198,867",6570922,12266268,2012-07-18,103a
"09/198,867",6570922,12266268,2012-07-18,103a
"09/198,867",6570922,12266268,2012-07-18,103a
"09/198,867",6570922,12266268,2012-07-18,103a
"09/198,867",6570922,12266268,2012-07-18,103a
"09/198,867",6570922,12266268,2014-11-05,103a
"09/198,867",6570922,12266268,2014-11-05,103a
"09/198,867",6570922,12266268,2014-11-05,103a
"09/198,867",6570922,12266268,2014-05-06,103a
"09/198,867",6570922,12266268,2014-05-06,103a
"09/198,867",6570922,12266268,2014-05-06,103a
"09/198,867",6570922,12266268,2014-05-06,103a
"09/198,867",6570922,12266268,2014-05-06,103a
"09/198,867",6570922,12266268,2014-05-06,103a
"11/236,990",7450975,10594566,2011-03-10,103
"08/321,382",6157669,11953158,2012-03-26,103a
"08/321,382",6157669,11953158,2012-03-26,103a
"09/819,020",6990081,10157688,2011-01-21,103a
"09/507,851",6690723,10815335,2011-01-20,103a
"09/507,851",6690723,10815335,2011-01-20,103a
"09/507,851",6690723,10815335,2011-01-20,103a
"09/507,851",6690723,10815335,2011-01-20,103a
"09/507,851",6690723,10815335,2011-01-20,103a
"09/507,851",6690723,10815335,2011-01-20,103a
"11/221,265",7281066,12054988,2011-08-03,102b
"11/221,265",7281066,12054988,2011-02-03,102
"10/631,430",7310379,12032454,2011-07-05,103a
"10/631,430",7310379,12032454,2011-07-05,103a
"10/631,430",7310379,12166883,2011-05-11,101
"10/631,430",7310379,12032454,2011-02-01,103a
"10/631,430",7310379,12032454,2011-02-01,103a
"12/639,575",7831267,13019327,2012-11-08,103a
"11/068,055",8312142,13427553,2013-02-05,103a
"09/759,842",7095707,11917719,2011-02-22,103a
"10/292,786",7088988,13200487,2012-03-21,102e
"10/292,786",7088988,12705075,2012-09-13,103a
"11/537,118",7925293,13036793,2011-05-16,119a
"09/440,260",7251820,12431891,2011-04-08,102e
"09/440,260",7251820,12431891,2011-04-08,103a
"09/440,260",7251820,12431891,2011-04-08,103a
"09/738,131",6660423,12090624,2011-08-29,103a
"09/738,131",6660423,12090624,2011-08-29,103a
"09/738,131",6660423,12090624,2011-08-29,103a
"09/738,131",6660423,12090624,2011-08-29,103a
"09/738,131",6660423,12090624,2011-08-29,103a
"09/738,131",6660423,12090624,2011-05-11,102b
"09/738,131",6660423,12090624,2011-05-11,103a
"09/738,131",6660423,12090624,2011-05-11,103a
"09/738,131",6660423,12090624,2011-05-11,103a
"09/738,131",6660423,12090624,2011-05-11,103a
"09/738,131",6660423,12090624,2011-05-11,103a
"11/193,207",7693110,12723383,2011-05-16,119a
"10/093,768",6934568,11922920,2011-08-17,103a
"10/304,650",6980816,12121571,2011-06-24,103a
"11/078,937",7706443,12135430,2011-10-11,103a
"10/301,290",6980596,11967227,2011-12-05,103a
"10/301,290",6980596,11967227,2012-04-27,103a
"10/301,290",6980596,12801289,2012-06-15,102e
"11/458,454",7702289,11944624,2011-03-24,103a
"11/458,454",7702289,13336263,2012-04-25,103a
"11/458,454",7702289,13336263,2012-12-04,103a
"08/734,681",5982445,12347722,2011-01-25,102b
"08/734,681",5982445,12360358,2011-10-11,119
"08/734,681",5982445,13419380,2012-04-20,102e
"08/734,681",5982445,13443787,2012-09-13,103a
"08/734,681",5982445,13419380,2012-09-26,102
"08/734,681",5982445,13193233,2013-01-31,103a
"09/144,414",6757548,11637746,2011-06-22,103a
"09/144,414",6757548,11637746,2011-01-20,103a
"11/455,373",7603092,12127489,2011-02-15,102b
"09/769,122",7551931,11621442,2011-01-11,103a
"09/769,122",7551931,11419640,2012-05-18,119
"09/721,825",6636751,12649164,2011-01-27,103a
"09/626,466",6606359,10977000,2011-10-11,103a
"10/125,699",6996779,12462293,2011-05-06,101
"09/591,648",6665549,11232912,2011-06-24,103a
"09/591,648",6665549,11232912,2011-01-13,103a
"09/591,648",6665549,11232912,2011-01-13,103a
"09/591,648",6665549,11232912,2012-02-24,103a
"09/591,648",6665549,11232912,2013-08-20,103a
"08/995,625",6069886,11207467,2011-12-19,103a
"08/995,625",6069886,11207467,2011-05-26,103a
"08/995,625",6069886,11207467,2012-04-13,103a
"08/995,625",6069886,11207467,2012-04-13,103a
"11/851,086",7974536,12935622,2012-10-15,103a
"08/800,877",5949795,12712364,2013-01-18,103a
"11/028,873",7529379,12067305,2011-11-10,103a
"11/028,873",7529379,12067305,2011-01-28,103a
"11/028,873",7529379,12067305,2011-06-15,103a
"11/016,181",7342939,11858860,2011-02-23,102e
"08/957,511",5974184,13019090,2011-06-08,103a
"08/965,301",6078793,11860819,2011-04-01,103a
"09/575,272",6701160,11357164,2012-01-30,103a
"09/575,272",6701160,11357164,2012-01-30,103a
"09/182,576",6563868,11871224,2011-07-27,103a
"09/182,576",6563868,11871224,2011-07-27,103a
"09/182,576",6563868,12062550,2011-07-27,103a
"09/182,576",6563868,12062550,2011-07-27,103a
"09/182,576",6563868,11871189,2011-07-21,103a
"09/182,576",6563868,11871189,2011-07-21,103a
"09/182,576",6563868,11871174,2011-07-21,103a
"09/182,576",6563868,11871208,2011-07-21,103a
"09/182,576",6563868,11871208,2011-07-21,c 103a
"09/182,576",6563868,11871208,2011-07-21,102b
"09/182,576",6563868,11871208,2011-07-21,103a
"09/182,576",6563868,11777337,2011-02-02,103a
"09/182,576",6563868,11777337,2011-02-02,103a
"09/182,576",6563868,11777337,2011-02-02,103a
"09/182,576",6563868,11777337,2011-02-02,103a
"09/182,576",6563868,11871180,2011-07-21,103a
"11/855,637",7853857,12952305,2011-01-28,120
"11/855,637",7853857,13310817,2012-02-08,119
"11/855,637",7853857,13310817,2012-02-08,120
"09/534,384",6308079,12699205,2011-02-22,103a
"09/534,384",6308079,12699205,2011-07-20,103a
"09/583,380",6259744,12196385,2011-12-14,103a
"09/583,380",6259744,11843100,2011-07-20,102b
"09/583,380",6259744,11843100,2011-07-20,103a
"09/583,380",6259744,11843100,2011-07-20,103a
"09/583,380",6259744,11843100,2011-07-20,103a
"09/583,380",6259744,12196385,2011-05-26,103a
"09/583,380",6259744,12196385,2012-09-28,103a
"10/376,999",6952574,12915215,2011-01-18,102b
"09/933,365",6956893,12707507,2011-09-29,103a
"09/933,365",6956893,12707507,2011-09-29,103a
"09/933,365",6956893,12707507,2011-09-29,103a
"09/667,734",6724825,12474352,2011-01-31,103a
"09/667,734",6724825,12474352,2011-01-31,103a
"09/667,734",6724825,11444452,2011-03-11,103a
"09/667,734",6724825,11444452,2011-09-02,103a
"08/754,453",5952942,12938385,2012-12-06,103a
"08/754,453",5952942,13541584,2012-07-24,103a
"09/016,168",6091962,12056905,2011-10-19,103a
"10/092,347",7243366,10533583,2012-05-24,103a
"10/092,347",7243366,10533583,2012-12-20,103a
"09/603,426",6308294,11661006,2011-01-07,103a
"09/603,426",6308294,11851147,2011-06-02,103a
"09/603,426",6308294,11851147,2011-06-02,103a
"10/034,890",7380022,11262611,2011-08-17,103a
"10/402,433",6904023,10980044,2011-03-24,103a
"10/402,433",6904023,10980044,2011-03-24,103a
"10/402,433",6904023,10980044,2011-03-24,103a
"10/402,433",6904023,10980044,2011-03-24,103a
"10/402,433",6904023,10980044,2011-03-24,103a
"09/448,906",6385179,11986919,2011-01-20,103a
"09/448,906",6385179,11986919,2011-01-20,103a
"09/448,906",6385179,11986919,2011-05-24,103a
"09/448,906",6385179,11986919,2011-05-24,103a
"09/448,906",6385179,11490009,2012-01-18,103
"09/448,906",6385179,11490009,2012-01-18,103a
"10/264,185",6670897,12346265,2011-06-21,103a
"10/264,185",6670897,12346265,2011-06-21,103a
"10/264,185",6670897,12346265,2011-06-21,103a
"10/264,185",6670897,11888272,2011-08-17,102b
"10/264,185",6670897,11888272,2012-02-09,102b
"11/351,306",7983143,13052777,2013-04-12,119a
"09/631,328",6810525,11960496,2011-04-26,103a
"09/631,328",6810525,11960496,2011-10-17,103a
"09/631,328",6810525,11960496,2012-03-28,103a
"09/631,328",6810525,11960496,2012-06-20,103a
"10/100,640",6801159,12451634,2011-10-20,103a
"10/100,640",6801159,12451634,2011-10-20,103a
"10/100,640",6801159,12558862,2011-01-28,102b
"10/100,640",6801159,12558862,2011-01-28,103a
"10/100,640",6801159,12939663,2012-10-10,103a
"10/748,881",7212111,12162714,2011-03-30,102e
"10/748,881",7212111,12162714,2011-03-30,103a
"10/748,881",7212111,12162714,2011-03-30,103a
"10/748,881",7212111,12162714,2011-03-30,103a
"10/748,881",7212111,12162714,2011-03-30,103a
"10/748,881",7212111,12162714,2011-12-16,103a
"10/748,881",7212111,12162714,2011-12-16,103a
"12/137,839",8175530,13054679,2013-05-24,103a
"11/697,071",7920795,12138977,2011-09-16,119
"11/581,628",7746836,12211607,2011-04-05,102e
"11/581,628",7746836,12211607,2011-04-05,103a
"11/581,628",7746836,12211607,2011-04-05,103a
"11/581,628",7746836,12426429,2011-07-29,103a
"11/581,628",7746836,12426429,2011-02-22,102e
"11/581,628",7746836,12426429,2012-11-28,103a
"11/581,628",7746836,12426429,2012-01-17,103a
"10/197,783",6882971,11735674,2011-04-05,103a
"10/085,990",6807529,10870517,2011-04-25,103a
"10/085,990",6807529,11734445,2011-03-31,103a
"10/085,990",6807529,11130203,2011-09-22,103a
"10/085,990",6807529,11130203,2011-09-22,103a
"08/929,608",5940799,12101482,2011-01-19,103a
"08/929,608",5940799,13227219,2012-07-30,103a
"08/929,608",5940799,13227219,2012-03-26,103a
"12/540,393",8090342,13503717,2012-11-21,102
"12/540,393",8090342,13503717,2012-11-21,103
"12/540,393",8090342,13503717,2012-11-21,103
"12/540,393",8090342,13503717,2012-11-21,103
"12/540,393",8090342,13503717,2012-11-21,103
"09/930,049",6757544,13341572,2012-08-23,103a
"09/930,049",6757544,13341572,2012-02-28,102e
"11/874,210",7551372,12630009,2011-04-05,102
"10/980,111",7302468,11892137,2011-03-04,103a
"09/821,975",6735435,11279836,2011-03-16,103a
"09/571,577",7006616,11946574,2011-09-02,103a
"09/571,577",7006616,11831892,2011-07-20,103a
"09/571,577",7006616,11864146,2011-11-17,102b
"09/571,577",7006616,12540227,2011-03-23,103a
"09/571,577",7006616,12029439,2012-07-05,102b
"09/571,577",7006616,12029439,2012-07-05,103
"09/571,577",7006616,11946574,2012-01-09,103a
"09/571,577",7006616,12029439,2012-02-23,103a
"09/571,577",7006616,12029439,2012-02-23,103a
"11/680,067",8204036,13024124,2012-11-15,102e
"09/664,179",6836806,11639855,2011-06-23,103a
"09/664,179",6836806,11639855,2012-01-09,103a
"09/597,609",6615036,11781962,2011-01-31,103a
"09/597,609",6615036,11781962,2011-10-19,103
"12/405,952",8537724,12855331,2013-12-06,102e
"12/405,952",8537724,12855331,2013-12-06,103a
"12/405,952",8537724,12855331,2014-04-25,119
"09/802,421",7310809,11337038,2011-06-01,103a
"10/158,451",6829502,11845583,2011-08-03,102b
"10/158,451",6829502,11845583,2011-08-03,103a
"09/775,951",6633839,11970537,2011-09-08,103
"09/775,951",6633839,11832957,2011-10-04,103
"09/775,951",6633839,11832957,2011-05-31,119a
"09/775,951",6633839,11832957,2011-05-31,102b
"09/443,855",6434159,13524783,2012-09-13,103a
"08/868,329",5904740,11647415,2011-02-18,103a
"08/868,329",5904740,11647415,2011-06-09,103a
"08/868,329",5904740,11647415,2011-06-09,103a
"08/868,329",5904740,11647415,2011-11-28,103a
"08/656,823",5956626,12367078,2011-06-14,103
"08/656,823",5956626,12367078,2011-06-14,103a
"08/678,432",5799256,12156572,2011-03-23,103a
"08/678,432",5799256,11771235,2011-09-14,103a
"08/678,432",5799256,11771235,2011-09-14,103a
"08/678,432",5799256,11618140,2011-01-04,103a
"09/703,775",6934275,12665371,2012-05-25,103a
"10/603,715",6967576,12719483,2012-08-08,103a
"08/672,710",5757229,12603419,2011-01-24,102
"08/672,710",5757229,13123944,2012-04-19,103a
"10/310,329",6931251,14070086,2014-08-29,102e
"09/425,923",6327300,11480705,2011-04-13,103a
"08/573,227",5612956,12564322,2011-12-07,103
"08/573,227",5612956,12564322,2011-07-20,103a
"08/573,227",5612956,12830721,2012-08-20,103a
"08/573,227",5612956,12830721,2012-12-11,103a
"08/573,227",5612956,12830721,2012-12-11,103a
"09/716,154",6980561,11856735,2011-09-07,103a
"09/716,154",6980561,11856735,2011-01-06,103a
"09/716,154",6980561,11856735,2012-01-17,103a
"08/732,957",6275611,10492169,2011-09-07,103
"08/732,957",6275611,10492169,2011-04-28,103a
"08/864,518",6138032,12050584,2011-01-18,103a
"08/864,518",6138032,12050584,2011-01-18,103a
"12/489,782",7962181,13251657,2012-11-06,103a
"12/489,782",7962181,13251657,2012-11-06,103a
"12/489,782",7962181,13251657,2012-06-07,103a
"12/489,782",7962181,13251657,2012-06-07,103a
"12/489,782",7962181,13251657,2012-06-07,103a
"09/300,419",6311306,12419559,2011-11-10,103
"09/300,419",6311306,11663552,2011-09-28,103a
"09/300,419",6311306,10581667,2011-03-14,103a
"09/300,419",6311306,10581667,2011-12-13,103a
"09/300,419",6311306,12419559,2011-03-18,103a
"09/300,419",6311306,11663552,2012-04-10,103
"09/300,419",6311306,13845973,2013-08-30,119
"11/672,275",7848438,12425486,2011-09-26,103a
"11/672,275",7848438,11971872,2014-03-20,102e
"11/672,275",7848438,11971872,2014-03-20,103a
"11/672,275",7848438,11971872,2014-03-20,103a
"11/672,275",7848438,11971872,2014-03-20,103a
"10/424,384",7072688,11859614,2011-05-13,103a
"09/886,642",7024216,13182367,2011-10-17,103a
"09/886,642",7024216,13182367,2012-07-05,103a
"11/617,358",7822973,13227549,2012-06-04,103a
"11/617,358",7822973,13224030,2012-02-02,103a
"11/617,358",7822973,13224030,2012-02-02,103a
"11/617,358",7822973,13224030,2012-02-02,103a
"11/617,358",7822973,13224030,2012-02-02,103a
"11/617,358",7822973,13224020,2012-01-20,103a
"10/890,006",7106874,12938456,2011-06-10,103a
"10/890,006",7106874,11634831,2011-08-16,102e
"10/890,006",7106874,12938456,2011-02-15,103a
"10/890,006",7106874,13562527,2012-09-14,103a
"10/650,287",6940407,12360153,2011-01-25,102b
"10/650,287",6940407,12360153,2011-01-25,103a
"10/650,287",6940407,12360153,2011-01-25,103a
"10/650,287",6940407,13240573,2012-02-03,103a
"10/650,287",6940407,13240573,2012-05-23,103a
"10/650,287",6940407,12186575,2012-03-23,103c
"10/650,287",6940407,12186575,2012-03-23,103a
"10/452,753",8253624,13052946,2013-02-25,103a
"10/206,503",6992580,12384430,2011-06-10,103a
"10/206,503",6992580,13303054,2012-06-12,103a
"10/206,503",6992580,13005683,2012-05-29,102
"10/206,503",6992580,13005683,2012-11-28,103a
"10/206,503",6992580,13014350,2012-12-06,102
"10/206,503",6992580,13409220,2012-05-25,102
"10/206,503",6992580,13409220,2012-10-25,102
"10/206,503",6992580,13409220,2012-10-25,103a
"10/206,503",6992580,13433861,2012-10-30,103a
"09/379,673",6560215,12192361,2011-08-25,103a
"10/610,284",6885242,12430753,2011-01-06,103a
"09/705,850",6678523,11355700,2011-03-16,103a
"09/705,850",6678523,12064578,2011-09-02,103a
"09/705,850",6678523,10945355,2011-03-23,103a
"09/705,850",6678523,13236133,2012-12-18,119a
"09/705,850",6678523,12323864,2012-05-09,103
"09/705,850",6678523,12323864,2012-09-12,103
"10/661,760",7107018,11849133,2011-06-09,112
"09/667,892",7039048,11728378,2011-04-11,103a
"09/667,892",7039048,11726137,2011-09-30,103a
"09/667,892",7039048,11726137,2011-01-03,103a
"09/667,892",7039048,11967421,2011-05-23,103a
"10/463,783",7046988,11776845,2011-08-16,103a
"08/995,799",6378073,12154788,2011-01-11,103a
"09/804,857",6940861,12100498,2011-09-14,103
"09/804,857",6940861,12100498,2011-09-14,103a
"08/722,468",5751378,12553069,2012-04-25,103a
"08/722,468",5751378,12553069,2012-04-25,103
"09/526,100",7313811,12098044,2011-12-16,103a
"09/526,100",7313811,12098044,2011-12-16,103a
"09/526,100",7313811,12098044,2011-05-25,103a
"09/526,100",7313811,12098044,2011-05-25,103a
"09/526,100",7313811,10201537,2012-10-15,103a
"09/526,100",7313811,12098044,2012-05-25,103a
"09/928,129",6636745,11856426,2011-03-07,119a
"10/626,333",6917182,12097472,2011-03-16,103a
"10/626,333",6917182,12097472,2011-08-03,103c
"10/626,333",6917182,12788753,2012-07-05,103
"11/150,953",7643832,11835569,2011-02-18,103a
"11/150,953",7643832,11835569,2011-07-21,103a
"11/150,953",7643832,12451204,2011-06-03,103a
"10/818,658",7590996,11250086,2011-03-03,102e
"11/143,428",8010985,12187609,2011-09-12,103a
"10/144,406",7257430,11754257,2011-03-28,103a
"10/144,406",7257430,11754257,2011-10-11,103a
"10/144,406",7257430,12852586,2012-12-20,103a
"09/255,181",6298224,13017155,2011-10-21,119
"09/032,885",6094429,12746271,2013-07-19,103a
"09/032,885",6094429,12746271,2014-05-14,103a
"09/032,885",6094429,12746271,2014-11-26,103a
"08/963,800",5933062,12492271,2011-06-29,103a
"08/963,800",5933062,12700876,2011-03-22,103a
"08/963,800",5933062,12700876,2012-03-30,103a
"08/963,800",5933062,12950908,2013-03-28,102b
"08/963,800",5933062,12917738,2013-02-15,103a
"11/109,915",7305649,12040751,2011-08-24,103a
"11/109,915",7305649,13023275,2012-05-04,102b
"11/109,915",7305649,13023275,2012-11-05,102b
"11/109,915",7305649,13023275,2014-02-21,103a
"11/109,915",7305649,13023275,2014-08-07,103a
"09/438,204",6313787,13407310,2012-08-29,102
"08/824,497",6011800,12161396,2011-06-08,103a
"08/824,497",6011800,12161396,2011-06-08,103a
"08/824,497",6011800,12161396,2011-06-08,103a
"08/824,497",6011800,12161396,2011-06-08,103a
"10/360,296",7190947,12620958,2011-02-03,103a
"08/897,847",6005980,12150204,2011-11-21,103
"08/897,847",6005980,11943716,2011-02-18,102b
"08/897,847",6005980,11943716,2011-02-18,103a
"08/897,847",6005980,11943716,2011-02-18,103a
"08/897,847",6005980,11943716,2011-07-07,102b
"08/897,847",6005980,11943716,2011-07-07,103a
"08/897,847",6005980,11943716,2011-07-07,103a
"08/897,847",6005980,12076624,2011-05-12,103a
"08/897,847",6005980,11926816,2011-07-29,103a
"09/252,172",6285899,11574346,2012-03-14,103a
"09/816,512",6605454,12448800,2011-09-22,102b
"09/816,512",6605454,11793428,2012-06-15,103a
"09/816,512",6605454,11793428,2012-06-15,103a
"09/104,634",6282183,11832574,2011-08-24,103
"09/104,634",6282183,11832574,2011-03-29,103
"09/104,634",6282183,13213581,2012-08-14,102e
"11/864,010",7877123,12943368,2012-05-24,103a
"11/864,010",7877123,12943368,2012-05-24,103a
"11/864,010",7877123,12907812,2012-10-16,102e
"11/864,010",7877123,12907812,2012-10-16,103a
"09/549,366",6224393,12906470,2012-11-21,102b
"09/549,366",6224393,12906470,2012-11-21,103a
"09/544,228",7446434,12745275,2012-02-13,102e
"10/318,486",7450722,11819604,2011-04-22,103a
"08/841,955",6026126,13490371,2012-11-09,103a
"09/666,902",7039115,11365286,2011-01-19,102b
"09/666,902",7039115,11365286,2011-01-19,103a
"09/666,902",7039115,11365286,2011-01-19,103a
"09/504,135",7509148,11361157,2011-03-17,103a
"09/504,135",7509148,12327315,2011-01-27,102b
"10/431,560",7414989,10563928,2011-07-18,103a
"10/431,560",7414989,12095848,2011-08-19,103a
"10/431,560",7414989,12095848,2011-08-19,103a
"10/431,560",7414989,12095848,2011-08-19,103a
"10/431,560",7414989,12095848,2011-03-04,103a
"10/431,560",7414989,12095848,2011-03-04,103a
"10/431,560",7414989,12095848,2011-03-04,103a
"10/431,560",7414989,10563928,2011-02-03,103a
"10/431,560",7414989,11554679,2012-03-01,103a
"10/431,560",7414989,11554679,2012-03-01,103a
"10/431,560",7414989,10563928,2013-09-05,103a
"09/060,686",6101531,11926283,2011-03-02,103a
"08/562,611",5703877,11535406,2012-04-05,103a
"08/562,611",5703877,11535406,2012-08-22,102e
"10/660,393",6925064,11051354,2011-07-19,103a
"10/660,393",6925064,12044132,2011-09-15,103a
"10/660,393",6925064,11051354,2011-02-03,103a
"10/660,393",6925064,12044132,2011-02-02,103a
"10/660,393",6925064,12044132,2011-02-02,103a
"10/660,393",6925064,12044132,2011-02-02,103a
"10/660,393",6925064,12044132,2011-06-24,103a
"10/660,393",6925064,13438884,2013-03-26,112
"11/692,400",8102802,12536958,2012-04-25,103a
"11/692,400",8102802,12536958,2012-04-25,103a
"11/692,400",8102802,13330814,2012-06-22,119
"11/692,400",8102802,12538535,2012-12-21,103a
"11/692,400",8102802,12538535,2012-12-21,103a
"11/692,400",8102802,12538535,2012-12-21,103a
"11/692,400",8102802,12538535,2012-12-21,103a
"11/692,400",8102802,12538535,2013-04-10,103
"11/692,400",8102802,12538535,2013-08-21,103a
"11/692,400",8102802,12538535,2013-08-21,103a
"11/692,400",8102802,12538535,2013-08-21,103a
"09/708,325",6542483,11857416,2011-05-11,102e
"11/004,262",7773535,12451204,2011-06-03,103a
"11/004,262",7773535,12338573,2012-10-22,103a
"11/004,262",7773535,12338573,2012-05-31,119
"11/004,262",7773535,12338573,2012-05-31,103a
"11/004,262",7773535,12338573,2012-05-31,103a
"11/004,262",7773535,12338573,2013-12-30,103a
"11/004,262",7773535,12338573,2013-12-30,103a
"12/489,798",8320267,12920958,2013-01-10,112
"08/615,371",6202088,11990294,2011-08-08,103a
"08/615,371",6202088,11990294,2011-08-08,103a
"08/615,371",6202088,12732344,2012-03-09,103a
"11/257,230",8275003,13891234,2014-12-18,103a
"09/347,082",6628711,11765381,2011-08-25,103a
"09/347,082",6628711,10462090,2011-06-28,103a
"09/347,082",6628711,12390203,2011-06-30,102b
"09/347,082",6628711,11675715,2011-07-22,102b
"09/347,082",6628711,11675715,2011-07-22,103a
"09/347,082",6628711,12063677,2011-06-28,103a
"09/347,082",6628711,10462090,2011-03-02,103a
"09/579,984",6385462,13172229,2013-03-21,103a
"09/579,984",6385462,13172229,2013-10-02,103a
"09/579,984",6385462,13027030,2013-01-14,103a
"10/737,065",7167710,12426181,2011-01-07,103a
"09/114,508",6408176,12434696,2011-05-05,103a
"10/609,939",7200190,12705548,2011-10-27,103a
"10/609,939",7200190,12705548,2011-10-27,103a
"10/609,939",7200190,12705548,2012-06-08,103a
"10/609,939",7200190,12705548,2012-06-08,103a
"08/893,332",6157632,13227853,2012-12-17,102b
"08/893,332",6157632,13227853,2012-12-17,103a
"11/967,519",8055211,12896414,2012-12-07,102e
"11/028,870",7489913,12248660,2011-06-10,103a
"11/028,870",7489913,12248660,2012-01-06,103a
"11/028,870",7489913,12248660,2012-06-08,103a
"11/028,870",7489913,12248660,2013-09-10,103a
"11/028,870",7489913,12248660,2013-01-17,103a
"11/028,870",7489913,12248660,2014-06-24,103a
"08/734,629",5917830,10854774,2011-03-16,103a
"08/734,629",5917830,10854774,2011-07-05,103a
"08/734,629",5917830,11658101,2011-07-07,103a
"08/734,629",5917830,12054010,2011-11-09,103a
"08/734,629",5917830,12054010,2011-11-09,103a
"08/734,629",5917830,11123780,2011-06-30,103a
"08/734,629",5917830,11123780,2011-06-30,103a
"08/734,629",5917830,11123780,2011-06-30,103a
"08/734,629",5917830,11123780,2011-06-30,103a
"08/734,629",5917830,11475224,2011-03-28,103a
"08/734,629",5917830,11658101,2012-01-10,103
"08/734,629",5917830,12174738,2012-07-20,103a
"09/360,585",6295606,10467698,2011-11-30,103a
"09/360,585",6295606,11523773,2011-06-22,102b
"09/360,585",6295606,11155569,2011-01-19,103a
"09/360,585",6295606,10467698,2011-08-09,103a
"09/360,585",6295606,11155569,2011-06-17,103a
"09/360,585",6295606,11523773,2011-02-01,102b
"09/360,585",6295606,12715558,2012-08-13,103a
"09/360,585",6295606,12722887,2012-07-19,103
"11/433,278",7809282,12723857,2012-06-01,103a
"10/640,856",6927432,13051036,2011-08-22,119a
"10/600,487",7088220,12057950,2011-02-28,102b
"10/600,487",7088220,12057950,2011-02-28,103a
"10/600,487",7088220,11870309,2011-11-02,102b
"10/600,487",7088220,12041193,2011-03-23,103a
"10/600,487",7088220,12057950,2011-06-07,103a
"10/600,487",7088220,12058083,2011-03-22,103a
"10/600,487",7088220,12892489,2013-03-01,103a
"10/600,487",7088220,12892489,2013-11-20,103a
"10/600,487",7088220,12892489,2014-07-02,103a
"10/600,487",7088220,12892489,2014-12-04,103a
"09/244,145",6216015,12394145,2011-05-24,103a
"09/244,145",6216015,12394145,2012-01-04,103a
"08/954,653",5931513,12484313,2011-12-22,102b
"11/695,951",7786901,11944708,2011-10-26,102e
"11/274,653",7307523,12048403,2011-03-03,103a
"11/274,653",7307523,12765573,2012-07-23,103a
"11/274,653",7307523,12765573,2012-07-23,103a
"11/317,157",7747004,11652068,2011-07-08,112
"11/317,157",7747004,11652068,2011-07-08,112
"09/774,893",7003045,12728359,2012-10-22,103a
"09/212,672",6148206,11666997,2011-03-14,103a
"09/212,672",6148206,11666997,2011-03-14,103a
"09/212,672",6148206,11666997,2011-12-14,103a
"09/212,672",6148206,11666997,2011-12-14,103a
"09/175,050",6154485,10596613,2011-01-14,103a
"09/175,050",6154485,10596613,2011-01-14,103a
"09/175,050",6154485,10596613,2011-01-14,103a
"10/683,760",7050773,11534393,2011-01-03,103a
"09/071,732",6505055,12924706,2011-10-25,103
"10/366,860",7269152,11592746,2011-08-25,103a
"09/676,309",6542753,11349650,2011-06-21,103
"09/711,105",6826388,11376502,2011-09-30,103a
"09/711,105",6826388,11376502,2011-09-30,103a
"09/711,105",6826388,11376502,2011-05-09,102e
"09/711,105",6826388,11376502,2011-05-09,103a
"09/711,105",6826388,11376502,2012-05-02,103a
"09/711,105",6826388,11376502,2012-05-02,103a
"09/711,105",6826388,11376502,2012-10-22,103a
"09/711,105",6826388,11376502,2012-10-22,103a
"10/200,846",6839542,11350519,2011-03-09,103a
"10/200,846",6839542,11350519,2011-03-09,103a
"10/200,846",6839542,11350519,2011-08-22,103a
"10/200,846",6839542,11350519,2011-08-22,103a
"11/613,354",7477196,11847152,2011-05-26,103a
